date,state_code,state_name,total_positive,total_negative,total_tests,hospitalized_currently,total_deaths,new_positive_cases,new_negative_tests,new_deaths
2020-10-28,IA,Iowa,113042.0,760320.0,873362.0,596.0,1682.0,1781,2561,21
2020-10-29,IA,Iowa,114982.0,763882.0,878864.0,605.0,1693.0,1940,3562,11
2020-10-30,IA,Iowa,117185.0,767067.0,884252.0,606.0,1706.0,2203,3185,13
2020-10-31,IA,Iowa,119755.0,770677.0,890432.0,630.0,1716.0,2570,3610,10
2020-11-01,IA,Iowa,121967.0,775208.0,897175.0,718.0,1717.0,2212,4531,1
2020-11-02,IA,Iowa,123372.0,777622.0,900994.0,718.0,1741.0,1405,2414,24
2020-11-03,IA,Iowa,124464.0,778672.0,903136.0,730.0,1763.0,1092,1050,22
2020-11-04,IA,Iowa,126740.0,781314.0,908054.0,777.0,1787.0,2276,2642,24
2020-11-05,IA,Iowa,130732.0,785672.0,916404.0,839.0,1802.0,3992,4358,15
2020-11-06,IA,Iowa,133510.0,788507.0,922017.0,912.0,1818.0,2778,2835,16
2020-11-07,IA,Iowa,137228.0,791031.0,928259.0,901.0,1829.0,3718,2524,11
2020-11-08,IA,Iowa,140541.0,795298.0,935839.0,992.0,1842.0,3313,4267,13
2020-11-09,IA,Iowa,144922.0,800699.0,945621.0,1034.0,1849.0,4381,5401,7
2020-11-10,IA,Iowa,147656.0,802535.0,950191.0,1135.0,1874.0,2734,1836,25
2020-11-11,IA,Iowa,151953.0,806400.0,958353.0,1190.0,1899.0,4297,3865,25
2020-11-12,IA,Iowa,155603.0,809153.0,964756.0,1208.0,1930.0,3650,2753,31
2020-11-13,IA,Iowa,159635.0,812009.0,971644.0,1227.0,1948.0,4032,2856,18
2020-11-14,IA,Iowa,163728.0,816158.0,979886.0,1261.0,1972.0,4093,4149,24
2020-11-15,IA,Iowa,167282.0,821319.0,988601.0,1279.0,1985.0,3554,5161,13
2020-11-16,IA,Iowa,169353.0,823498.0,992851.0,1392.0,1991.0,2071,2179,6
2020-11-17,IA,Iowa,171545.0,825489.0,997034.0,1510.0,2027.0,2192,1991,36
2020-11-18,IA,Iowa,174839.0,829147.0,1003986.0,1527.0,2066.0,3294,3658,39
2020-11-19,IA,Iowa,178313.0,833163.0,1011476.0,1516.0,2106.0,3474,4016,40
2020-11-20,IA,Iowa,181790.0,837684.0,1019474.0,1447.0,2133.0,3477,4521,27
2020-11-21,IA,Iowa,184968.0,842105.0,1027073.0,1416.0,2160.0,3178,4421,27
2020-11-22,IA,Iowa,187505.0,846295.0,1033800.0,1340.0,2192.0,2537,4190,32
2020-11-23,IA,Iowa,189856.0,850517.0,1040373.0,1333.0,2206.0,2351,4222,14
2020-11-24,IA,Iowa,191152.0,853637.0,1044789.0,1351.0,2226.0,1296,3120,20
2020-11-25,IA,Iowa,194395.0,856245.0,1050640.0,1305.0,2271.0,3243,2608,45
2020-11-26,IA,Iowa,197086.0,860632.0,1057718.0,1269.0,2312.0,2691,4387,41
2020-11-27,IA,Iowa,198222.0,862256.0,1060478.0,1226.0,2352.0,1136,1624,40
2020-11-28,IA,Iowa,199683.0,863998.0,1063681.0,1221.0,2360.0,1461,1742,8
2020-11-29,IA,Iowa,201267.0,866718.0,1067985.0,1175.0,2367.0,1584,2720,7
2020-11-30,IA,Iowa,202410.0,868406.0,1070816.0,1162.0,2403.0,1143,1688,36
2020-12-01,IA,Iowa,203398.0,869594.0,1072992.0,1172.0,2431.0,988,1188,28
2020-12-02,IA,Iowa,205773.0,872256.0,1078029.0,1162.0,2449.0,2375,2662,18
2020-12-03,IA,Iowa,207969.0,875516.0,1083485.0,1124.0,2522.0,2196,3260,73
2020-12-04,IA,Iowa,210236.0,879325.0,1089561.0,1000.0,2605.0,2267,3809,83
2020-12-05,IA,Iowa,211891.0,882611.0,1094502.0,960.0,2667.0,1655,3286,62
2020-12-06,IA,Iowa,213390.0,885199.0,1098589.0,918.0,2683.0,1499,2588,16
2020-03-07,ID,Idaho,0.0,27.0,27.0,0.0,0.0,0,0,0
2020-03-08,ID,Idaho,0.0,27.0,27.0,0.0,0.0,0,0,0
2020-03-09,ID,Idaho,0.0,41.0,41.0,0.0,0.0,0,14,0
2020-03-10,ID,Idaho,0.0,41.0,41.0,0.0,0.0,0,0,0
2020-03-11,ID,Idaho,0.0,67.0,67.0,0.0,0.0,0,26,0
2020-03-12,ID,Idaho,0.0,93.0,93.0,0.0,0.0,0,26,0
2020-03-13,ID,Idaho,0.0,131.0,131.0,0.0,0.0,0,38,0
2020-03-14,ID,Idaho,2.0,174.0,176.0,0.0,0.0,2,43,0
2020-03-15,ID,Idaho,5.0,174.0,179.0,0.0,0.0,3,0,0
2020-03-16,ID,Idaho,5.0,265.0,270.0,0.0,0.0,0,91,0
2020-03-17,ID,Idaho,7.0,346.0,353.0,0.0,0.0,2,81,0
2020-03-18,ID,Idaho,9.0,459.0,468.0,0.0,0.0,2,113,0
2020-03-19,ID,Idaho,11.0,459.0,470.0,0.0,0.0,2,0,0
2020-03-20,ID,Idaho,23.0,590.0,613.0,0.0,0.0,12,131,0
2020-03-21,ID,Idaho,31.0,880.0,911.0,0.0,0.0,8,290,0
2020-03-22,ID,Idaho,42.0,1175.0,1217.0,0.0,0.0,11,295,0
2020-03-23,ID,Idaho,47.0,1309.0,1356.0,0.0,0.0,5,134,0
2020-03-24,ID,Idaho,50.0,1887.0,1937.0,0.0,0.0,3,578,0
2020-03-25,ID,Idaho,73.0,1887.0,1960.0,0.0,0.0,23,0,0
2020-03-26,ID,Idaho,123.0,2065.0,2188.0,34.0,0.0,50,178,0
2020-03-27,ID,Idaho,189.0,2668.0,2857.0,31.0,3.0,66,603,3
2020-03-28,ID,Idaho,230.0,3342.0,3572.0,37.0,4.0,41,674,1
2020-03-29,ID,Idaho,261.0,4021.0,4282.0,35.0,5.0,31,679,1
2020-03-30,ID,Idaho,310.0,4396.0,4706.0,42.0,6.0,49,375,1
2020-03-31,ID,Idaho,415.0,5297.0,5712.0,45.0,7.0,105,901,1
2020-04-01,ID,Idaho,525.0,6076.0,6601.0,49.0,9.0,110,779,2
2020-04-02,ID,Idaho,669.0,6613.0,7282.0,49.0,9.0,144,537,0
2020-04-03,ID,Idaho,891.0,7054.0,7945.0,45.0,9.0,222,441,0
2020-04-04,ID,Idaho,1013.0,7857.0,8870.0,53.0,10.0,122,803,1
2020-04-05,ID,Idaho,1077.0,9184.0,10261.0,51.0,10.0,64,1327,0
2020-04-06,ID,Idaho,1101.0,9894.0,10995.0,62.0,10.0,24,710,0
2020-04-07,ID,Idaho,1170.0,10076.0,11246.0,67.0,13.0,69,182,3
2020-04-08,ID,Idaho,1210.0,10688.0,11898.0,62.0,15.0,40,612,2
2020-04-09,ID,Idaho,1232.0,11299.0,12531.0,70.0,18.0,22,611,3
2020-04-10,ID,Idaho,1353.0,11741.0,13094.0,67.0,24.0,121,442,6
2020-04-11,ID,Idaho,1396.0,12368.0,13764.0,61.0,25.0,43,627,1
2020-04-12,ID,Idaho,1407.0,12901.0,14308.0,63.0,27.0,11,533,2
2020-04-13,ID,Idaho,1426.0,13455.0,14881.0,62.0,27.0,19,554,0
2020-04-14,ID,Idaho,1453.0,13661.0,15114.0,59.0,33.0,27,206,6
2020-04-15,ID,Idaho,1464.0,13934.0,15398.0,66.0,39.0,11,273,6
2020-04-16,ID,Idaho,1587.0,14655.0,16242.0,70.0,41.0,123,721,2
2020-04-17,ID,Idaho,1609.0,15043.0,16652.0,58.0,41.0,22,388,0
2020-04-18,ID,Idaho,1655.0,15292.0,16947.0,53.0,43.0,46,249,2
2020-04-19,ID,Idaho,1668.0,15773.0,17441.0,43.0,44.0,13,481,1
2020-04-20,ID,Idaho,1672.0,15773.0,17445.0,53.0,45.0,4,0,1
2020-04-21,ID,Idaho,1736.0,16071.0,17807.0,69.0,48.0,64,298,3
2020-04-22,ID,Idaho,1766.0,16404.0,18170.0,54.0,51.0,30,333,3
2020-04-23,ID,Idaho,1802.0,17370.0,19172.0,52.0,54.0,36,966,3
2020-04-24,ID,Idaho,1836.0,17611.0,19447.0,31.0,54.0,34,241,0
2020-04-25,ID,Idaho,1870.0,17611.0,19481.0,35.0,54.0,34,0,0
2020-04-26,ID,Idaho,1887.0,17611.0,19498.0,38.0,56.0,17,0,2
2020-04-27,ID,Idaho,1897.0,18127.0,20024.0,36.0,56.0,10,516,0
2020-04-28,ID,Idaho,1917.0,18135.0,20052.0,41.0,58.0,20,8,2
2020-04-29,ID,Idaho,1952.0,26430.0,28240.0,39.0,60.0,35,8295,2
2020-04-30,ID,Idaho,1984.0,26862.0,28693.0,36.0,60.0,32,432,0
2020-05-01,ID,Idaho,2015.0,27210.0,29070.0,28.0,63.0,31,348,3
2020-05-02,ID,Idaho,2035.0,27455.0,29335.0,23.0,63.0,20,245,0
2020-05-03,ID,Idaho,2061.0,27746.0,29651.0,27.0,63.0,26,291,0
2020-05-04,ID,Idaho,2061.0,27746.0,29651.0,27.0,64.0,0,0,1
2020-05-05,ID,Idaho,2106.0,28202.0,30146.0,27.0,64.0,45,456,0
2020-05-06,ID,Idaho,2127.0,28418.0,30375.0,21.0,65.0,21,216,1
2020-05-07,ID,Idaho,2158.0,28732.0,30718.0,20.0,66.0,31,314,1
2020-05-08,ID,Idaho,2178.0,29092.0,31099.0,16.0,67.0,20,360,1
2020-05-09,ID,Idaho,2205.0,29601.0,31628.0,19.0,67.0,27,509,0
2020-05-10,ID,Idaho,2230.0,29912.0,31961.0,25.0,67.0,25,311,0
2020-05-11,ID,Idaho,2230.0,29912.0,31961.0,30.0,67.0,0,0,0
2020-05-12,ID,Idaho,2260.0,30445.0,32518.0,25.0,70.0,30,533,3
2020-05-13,ID,Idaho,2293.0,30835.0,32934.0,20.0,69.0,33,390,-1
2020-05-14,ID,Idaho,2324.0,31430.0,33556.0,19.0,69.0,31,595,0
2020-05-15,ID,Idaho,2351.0,32394.0,34546.0,26.0,72.0,27,964,3
2020-05-16,ID,Idaho,2389.0,33299.0,35485.0,19.0,73.0,38,905,1
2020-05-17,ID,Idaho,2419.0,34253.0,36456.0,26.0,73.0,30,954,0
2020-05-18,ID,Idaho,2419.0,34253.0,36456.0,30.0,73.0,0,0,0
2020-05-19,ID,Idaho,2455.0,35614.0,37847.0,28.0,74.0,36,1361,1
2020-05-20,ID,Idaho,2476.0,36091.0,38344.0,28.0,77.0,21,477,3
2020-05-21,ID,Idaho,2506.0,36382.0,38660.0,27.0,77.0,30,291,0
2020-05-22,ID,Idaho,2534.0,37061.0,39362.0,19.0,77.0,28,679,0
2020-05-23,ID,Idaho,2595.0,38014.0,40370.0,19.0,79.0,61,953,2
2020-05-24,ID,Idaho,2626.0,38780.0,41167.0,23.0,79.0,31,766,0
2020-05-25,ID,Idaho,2626.0,38780.0,41167.0,15.0,79.0,0,0,0
2020-05-26,ID,Idaho,2626.0,38780.0,41167.0,19.0,79.0,0,0,0
2020-05-27,ID,Idaho,2699.0,40318.0,42776.0,24.0,81.0,73,1538,2
2020-05-28,ID,Idaho,2731.0,41144.0,43629.0,30.0,82.0,32,826,1
2020-05-29,ID,Idaho,2769.0,41992.0,44511.0,31.0,82.0,38,848,0
2020-05-30,ID,Idaho,2803.0,42621.0,45172.0,30.0,82.0,34,629,0
2020-05-31,ID,Idaho,2839.0,43858.0,46436.0,29.0,82.0,36,1237,0
2020-06-01,ID,Idaho,2839.0,43858.0,46436.0,25.0,82.0,0,0,0
2020-06-02,ID,Idaho,2906.0,45227.0,47870.0,34.0,83.0,67,1369,1
2020-06-03,ID,Idaho,2933.0,46009.0,48669.0,30.0,83.0,27,782,0
2020-06-04,ID,Idaho,2990.0,46815.0,49524.0,28.0,83.0,57,806,0
2020-06-05,ID,Idaho,3054.0,50570.0,53333.0,29.0,83.0,64,3755,0
2020-06-06,ID,Idaho,3111.0,52128.0,54949.0,21.0,83.0,57,1558,0
2020-06-07,ID,Idaho,3139.0,52902.0,55742.0,30.0,83.0,28,774,0
2020-06-08,ID,Idaho,3139.0,52902.0,55742.0,23.0,83.0,0,0,0
2020-06-09,ID,Idaho,3189.0,54488.0,57376.0,21.0,83.0,50,1586,0
2020-06-10,ID,Idaho,3220.0,55832.0,58746.0,20.0,85.0,31,1344,2
2020-06-11,ID,Idaho,3260.0,56855.0,59802.0,28.0,85.0,40,1023,0
2020-06-12,ID,Idaho,3302.0,58130.0,61114.0,20.0,86.0,42,1275,1
2020-06-13,ID,Idaho,3353.0,59305.0,62328.0,24.0,87.0,51,1175,1
2020-06-14,ID,Idaho,3399.0,59581.0,62642.0,22.0,87.0,46,276,0
2020-06-15,ID,Idaho,3399.0,59581.0,62642.0,23.0,87.0,0,0,0
2020-06-16,ID,Idaho,3462.0,62185.0,65306.0,24.0,88.0,63,2604,1
2020-06-17,ID,Idaho,3540.0,63244.0,66441.0,28.0,88.0,78,1059,0
2020-06-18,ID,Idaho,3632.0,64380.0,67638.0,23.0,88.0,92,1136,0
2020-06-19,ID,Idaho,3743.0,65802.0,69156.0,28.0,89.0,111,1422,1
2020-06-20,ID,Idaho,3871.0,67325.0,70791.0,28.0,89.0,128,1523,0
2020-06-21,ID,Idaho,4006.0,68962.0,72547.0,31.0,89.0,135,1637,0
2020-06-22,ID,Idaho,4006.0,68962.0,72547.0,41.0,89.0,0,0,0
2020-06-23,ID,Idaho,4254.0,71910.0,75730.0,39.0,89.0,248,2948,0
2020-06-24,ID,Idaho,4402.0,73433.0,77376.0,34.0,89.0,148,1523,0
2020-06-25,ID,Idaho,4645.0,75894.0,80060.0,45.0,90.0,243,2461,1
2020-06-26,ID,Idaho,4865.0,77505.0,81871.0,48.0,90.0,220,1611,0
2020-06-27,ID,Idaho,5148.0,78908.0,83537.0,42.0,90.0,283,1403,0
2020-06-28,ID,Idaho,5319.0,81026.0,85816.0,48.0,91.0,171,2118,1
2020-06-29,ID,Idaho,5319.0,81026.0,85816.0,50.0,91.0,0,0,0
2020-06-30,ID,Idaho,5752.0,83551.0,88763.0,60.0,91.0,433,2525,0
2020-07-01,ID,Idaho,6117.0,84923.0,90476.0,75.0,92.0,365,1372,1
2020-07-02,ID,Idaho,6370.0,88751.0,94537.0,69.0,92.0,253,3828,0
2020-07-03,ID,Idaho,6593.0,92116.0,98119.0,64.0,92.0,223,3365,0
2020-07-04,ID,Idaho,6994.0,94073.0,100474.0,67.0,93.0,401,1957,1
2020-07-05,ID,Idaho,7370.0,96896.0,103675.0,71.0,93.0,376,2823,0
2020-07-06,ID,Idaho,7733.0,98732.0,105876.0,85.0,93.0,363,1836,0
2020-07-07,ID,Idaho,8052.0,100489.0,107925.0,105.0,94.0,319,1757,1
2020-07-08,ID,Idaho,8539.0,102792.0,110676.0,118.0,94.0,487,2303,0
2020-07-09,ID,Idaho,8969.0,105651.0,113958.0,120.0,98.0,430,2859,4
2020-07-10,ID,Idaho,9428.0,108650.0,117390.0,124.0,100.0,459,2999,2
2020-07-11,ID,Idaho,9928.0,112421.0,121640.0,122.0,101.0,500,3771,1
2020-07-12,ID,Idaho,10505.0,114756.0,124531.0,140.0,102.0,577,2335,1
2020-07-13,ID,Idaho,10902.0,116230.0,126393.0,153.0,102.0,397,1474,0
2020-07-14,ID,Idaho,11402.0,118882.0,129540.0,153.0,102.0,500,2652,0
2020-07-15,ID,Idaho,11718.0,122196.0,133142.0,153.0,103.0,316,3314,1
2020-07-16,ID,Idaho,12445.0,124418.0,136055.0,153.0,110.0,727,2222,7
2020-07-17,ID,Idaho,13133.0,127186.0,139481.0,153.0,114.0,688,2768,4
2020-07-18,ID,Idaho,13752.0,128753.0,141636.0,224.0,118.0,619,1567,4
2020-07-19,ID,Idaho,14302.0,131884.0,145303.0,224.0,119.0,550,3131,1
2020-07-20,ID,Idaho,14873.0,133015.0,146994.0,224.0,119.0,571,1131,0
2020-07-21,ID,Idaho,15266.0,135805.0,150142.0,188.0,122.0,393,2790,3
2020-07-22,ID,Idaho,15822.0,138149.0,153009.0,188.0,126.0,556,2344,4
2020-07-23,ID,Idaho,16322.0,140504.0,155825.0,188.0,135.0,500,2355,9
2020-07-24,ID,Idaho,16736.0,143457.0,159163.0,204.0,138.0,414,2953,3
2020-07-25,ID,Idaho,17264.0,146176.0,162384.0,204.0,144.0,528,2719,6
2020-07-26,ID,Idaho,17827.0,148397.0,165132.0,204.0,146.0,563,2221,2
2020-07-27,ID,Idaho,18177.0,149817.0,166903.0,204.0,146.0,350,1420,0
2020-07-28,ID,Idaho,18694.0,152023.0,169588.0,209.0,152.0,517,2206,6
2020-07-29,ID,Idaho,19222.0,153820.0,171892.0,209.0,160.0,528,1797,8
2020-07-30,ID,Idaho,19679.0,155840.0,174343.0,236.0,173.0,457,2020,13
2020-07-31,ID,Idaho,20246.0,158864.0,177884.0,236.0,177.0,567,3024,4
2020-08-01,ID,Idaho,20721.0,161152.0,180615.0,239.0,189.0,475,2288,12
2020-08-02,ID,Idaho,21114.0,163185.0,183034.0,239.0,197.0,393,2033,8
2020-08-03,ID,Idaho,21344.0,163993.0,184060.0,239.0,197.0,230,808,0
2020-08-04,ID,Idaho,21675.0,166103.0,186475.0,106.0,200.0,331,2110,3
2020-08-05,ID,Idaho,22234.0,169653.0,190520.0,195.0,210.0,559,3550,10
2020-08-06,ID,Idaho,22707.0,171886.0,193154.0,242.0,217.0,473,2233,7
2020-08-07,ID,Idaho,23399.0,175301.0,197217.0,242.0,223.0,692,3415,6
2020-08-08,ID,Idaho,23922.0,179049.0,201457.0,201.0,229.0,523,3748,6
2020-08-09,ID,Idaho,24495.0,180336.0,203289.0,201.0,235.0,573,1287,6
2020-08-10,ID,Idaho,24671.0,181805.0,204928.0,201.0,237.0,176,1469,2
2020-08-11,ID,Idaho,25100.0,183305.0,206830.0,189.0,239.0,429,1500,2
2020-08-12,ID,Idaho,25595.0,186649.0,210599.0,189.0,246.0,495,3344,7
2020-08-13,ID,Idaho,26133.0,188480.0,212898.0,216.0,246.0,538,1831,0
2020-08-14,ID,Idaho,26631.0,191590.0,216473.0,216.0,251.0,498,3110,5
2020-08-15,ID,Idaho,27173.0,193839.0,219224.0,206.0,265.0,542,2249,14
2020-08-16,ID,Idaho,27477.0,195745.0,221406.0,206.0,269.0,304,1906,4
2020-08-17,ID,Idaho,27660.0,196827.0,222668.0,206.0,269.0,183,1082,0
2020-08-18,ID,Idaho,27942.0,198927.0,225018.0,167.0,273.0,282,2100,4
2020-08-19,ID,Idaho,28326.0,200797.0,227228.0,167.0,282.0,384,1870,9
2020-08-20,ID,Idaho,28696.0,202451.0,229205.0,205.0,291.0,370,1654,9
2020-08-21,ID,Idaho,29120.0,204660.0,231799.0,205.0,298.0,424,2209,7
2020-08-22,ID,Idaho,29369.0,206484.0,233855.0,192.0,304.0,249,1824,6
2020-08-23,ID,Idaho,29662.0,207618.0,235255.0,192.0,306.0,293,1134,2
2020-08-24,ID,Idaho,29853.0,208732.0,236547.0,192.0,307.0,191,1114,1
2020-08-25,ID,Idaho,30070.0,210025.0,238014.0,160.0,314.0,217,1293,7
2020-08-26,ID,Idaho,30475.0,214387.0,242719.0,160.0,326.0,405,4362,12
2020-08-27,ID,Idaho,30780.0,215891.0,244447.0,176.0,337.0,305,1504,11
2020-08-28,ID,Idaho,31122.0,218065.0,246906.0,176.0,343.0,342,2174,6
2020-08-29,ID,Idaho,31384.0,219666.0,248754.0,181.0,353.0,262,1601,10
2020-08-30,ID,Idaho,31677.0,222648.0,252022.0,181.0,358.0,293,2982,5
2020-08-31,ID,Idaho,31867.0,224146.0,253702.0,181.0,359.0,190,1498,1
2020-09-01,ID,Idaho,32088.0,225601.0,255348.0,162.0,361.0,221,1455,2
2020-09-02,ID,Idaho,32368.0,226728.0,256697.0,162.0,368.0,280,1127,7
2020-09-03,ID,Idaho,32664.0,228736.0,258963.0,171.0,372.0,296,2008,4
2020-09-04,ID,Idaho,32927.0,230800.0,261289.0,171.0,372.0,263,2064,0
2020-09-05,ID,Idaho,33196.0,232449.0,263183.0,151.0,382.0,269,1649,10
2020-09-06,ID,Idaho,33477.0,233695.0,264694.0,151.0,384.0,281,1246,2
2020-09-07,ID,Idaho,33667.0,234522.0,265703.0,151.0,385.0,190,827,1
2020-09-08,ID,Idaho,33741.0,235497.0,266742.0,114.0,385.0,74,975,0
2020-09-09,ID,Idaho,33981.0,236553.0,267996.0,114.0,389.0,240,1056,4
2020-09-10,ID,Idaho,34310.0,237854.0,269542.0,158.0,406.0,329,1301,17
2020-09-11,ID,Idaho,34617.0,239199.0,271142.0,158.0,407.0,307,1345,1
2020-09-12,ID,Idaho,34950.0,240660.0,272888.0,165.0,412.0,333,1461,5
2020-09-13,ID,Idaho,35167.0,241956.0,274367.0,165.0,415.0,217,1296,3
2020-09-14,ID,Idaho,35279.0,243334.0,275840.0,165.0,415.0,112,1378,0
2020-09-15,ID,Idaho,35532.0,244638.0,277368.0,105.0,419.0,253,1304,4
2020-09-16,ID,Idaho,35810.0,245832.0,278779.0,105.0,423.0,278,1194,4
2020-09-17,ID,Idaho,36093.0,247272.0,280426.0,123.0,429.0,283,1440,6
2020-09-18,ID,Idaho,36489.0,249063.0,282522.0,123.0,434.0,396,1791,5
2020-09-19,ID,Idaho,36959.0,251236.0,285137.0,146.0,438.0,470,2173,4
2020-09-20,ID,Idaho,37247.0,252681.0,286830.0,146.0,441.0,288,1445,3
2020-09-21,ID,Idaho,37491.0,254795.0,289163.0,146.0,443.0,244,2114,2
2020-09-22,ID,Idaho,37901.0,256170.0,290911.0,130.0,447.0,410,1375,4
2020-09-23,ID,Idaho,38347.0,257054.0,292159.0,130.0,451.0,446,884,4
2020-09-24,ID,Idaho,38743.0,258700.0,294063.0,147.0,454.0,396,1646,3
2020-09-25,ID,Idaho,39234.0,260648.0,296412.0,147.0,457.0,491,1948,3
2020-09-26,ID,Idaho,39757.0,262420.0,298652.0,135.0,458.0,523,1772,1
2020-09-27,ID,Idaho,40296.0,264485.0,301206.0,135.0,460.0,539,2065,2
2020-09-28,ID,Idaho,40501.0,266353.0,303252.0,135.0,460.0,205,1868,0
2020-09-29,ID,Idaho,40923.0,267619.0,304891.0,135.0,460.0,422,1266,0
2020-09-30,ID,Idaho,41434.0,269007.0,306706.0,137.0,464.0,511,1388,4
2020-10-01,ID,Idaho,42048.0,270970.0,309156.0,135.0,469.0,614,1963,5
2020-10-02,ID,Idaho,42561.0,272753.0,311337.0,135.0,472.0,513,1783,3
2020-10-03,ID,Idaho,43238.0,275305.0,314442.0,152.0,474.0,677,2552,2
2020-10-04,ID,Idaho,43702.0,276876.0,316370.0,152.0,480.0,464,1571,6
2020-10-05,ID,Idaho,43964.0,278445.0,318167.0,152.0,482.0,262,1569,2
2020-10-06,ID,Idaho,44422.0,279814.0,319945.0,151.0,487.0,458,1369,5
2020-10-07,ID,Idaho,45082.0,281109.0,321794.0,151.0,492.0,660,1295,5
2020-10-08,ID,Idaho,45753.0,283108.0,324328.0,191.0,500.0,671,1999,8
2020-10-09,ID,Idaho,46426.0,285049.0,326789.0,191.0,503.0,673,1941,3
2020-10-10,ID,Idaho,47088.0,288702.0,330962.0,192.0,506.0,662,3653,3
2020-10-11,ID,Idaho,47701.0,291069.0,333839.0,192.0,507.0,613,2367,1
2020-10-12,ID,Idaho,48066.0,292557.0,335670.0,192.0,507.0,365,1488,0
2020-10-13,ID,Idaho,48663.0,294340.0,338000.0,187.0,510.0,597,1783,3
2020-10-14,ID,Idaho,49247.0,296616.0,340776.0,187.0,512.0,584,2276,2
2020-10-15,ID,Idaho,49892.0,298219.0,342870.0,219.0,516.0,645,1603,4
2020-10-16,ID,Idaho,50610.0,300362.0,345585.0,219.0,517.0,718,2143,1
2020-10-17,ID,Idaho,51704.0,302432.0,348518.0,221.0,523.0,1094,2070,6
2020-10-18,ID,Idaho,52582.0,303558.0,350312.0,221.0,529.0,878,1126,6
2020-10-19,ID,Idaho,53092.0,306015.0,353190.0,221.0,528.0,510,2457,-1
2020-10-20,ID,Idaho,53790.0,307612.0,355382.0,187.0,531.0,698,1597,3
2020-10-21,ID,Idaho,54663.0,309309.0,357833.0,187.0,535.0,873,1697,4
2020-10-22,ID,Idaho,55650.0,310957.0,360185.0,193.0,546.0,987,1648,11
2020-10-23,ID,Idaho,56600.0,313067.0,363048.0,193.0,553.0,950,2110,7
2020-10-24,ID,Idaho,57673.0,315145.0,366047.0,259.0,562.0,1073,2078,9
2020-10-25,ID,Idaho,58694.0,316833.0,368569.0,259.0,572.0,1021,1688,10
2020-10-26,ID,Idaho,59344.0,318479.0,370741.0,272.0,573.0,650,1646,1
2020-10-27,ID,Idaho,60041.0,320491.0,373337.0,272.0,580.0,697,2012,7
2020-10-28,ID,Idaho,60923.0,321861.0,375400.0,272.0,585.0,882,1370,5
2020-10-29,ID,Idaho,61785.0,324021.0,378214.0,286.0,599.0,862,2160,14
2020-10-30,ID,Idaho,62746.0,326039.0,381008.0,286.0,615.0,961,2018,16
2020-10-31,ID,Idaho,63810.0,328080.0,383914.0,263.0,626.0,1064,2041,11
2020-11-01,ID,Idaho,64608.0,329583.0,385982.0,263.0,629.0,798,1503,3
2020-11-02,ID,Idaho,65088.0,331179.0,387935.0,263.0,630.0,480,1596,1
2020-11-03,ID,Idaho,65845.0,332894.0,390291.0,155.0,632.0,757,1715,2
2020-11-04,ID,Idaho,67024.0,334750.0,392973.0,155.0,647.0,1179,1856,15
2020-11-05,ID,Idaho,68314.0,336496.0,395676.0,296.0,664.0,1290,1746,17
2020-11-06,ID,Idaho,69579.0,338656.0,398721.0,296.0,671.0,1265,2160,7
2020-11-07,ID,Idaho,70909.0,341978.0,403088.0,320.0,679.0,1330,3322,8
2020-11-08,ID,Idaho,72312.0,343409.0,405569.0,320.0,683.0,1403,1431,4
2020-11-09,ID,Idaho,72961.0,345543.0,408308.0,320.0,686.0,649,2134,3
2020-11-10,ID,Idaho,74227.0,346584.0,410495.0,288.0,698.0,1266,1041,12
2020-11-11,ID,Idaho,75428.0,348963.0,413838.0,288.0,714.0,1201,2379,16
2020-11-12,ID,Idaho,77121.0,351246.0,417446.0,361.0,733.0,1693,2283,19
2020-11-13,ID,Idaho,78279.0,353703.0,420783.0,395.0,749.0,1158,2457,16
2020-11-14,ID,Idaho,79798.0,356065.0,424415.0,395.0,752.0,1519,2362,3
2020-11-15,ID,Idaho,81317.0,358397.0,427954.0,395.0,759.0,1519,2332,7
2020-11-16,ID,Idaho,82245.0,359988.0,430423.0,395.0,759.0,928,1591,0
2020-11-17,ID,Idaho,83344.0,361863.0,433222.0,376.0,763.0,1099,1875,4
2020-11-18,ID,Idaho,85125.0,363268.0,436033.0,376.0,798.0,1781,1405,35
2020-11-19,ID,Idaho,86435.0,366515.0,440355.0,389.0,812.0,1310,3247,14
2020-11-20,ID,Idaho,87978.0,369142.0,444226.0,389.0,835.0,1543,2627,23
2020-11-21,ID,Idaho,89764.0,371431.0,448001.0,404.0,845.0,1786,2289,10
2020-11-22,ID,Idaho,90834.0,373713.0,451245.0,442.0,847.0,1070,2282,2
2020-11-23,ID,Idaho,91653.0,375709.0,453872.0,442.0,849.0,819,1996,2
2020-11-24,ID,Idaho,93090.0,377698.0,457108.0,408.0,866.0,1437,1989,17
2020-11-25,ID,Idaho,94730.0,379312.0,460021.0,408.0,874.0,1640,1614,8
2020-11-26,ID,Idaho,96503.0,382383.0,464446.0,453.0,895.0,1773,3071,21
2020-11-27,ID,Idaho,96503.0,382383.0,464446.0,453.0,895.0,0,0,0
2020-11-28,ID,Idaho,98500.0,385159.0,468895.0,470.0,909.0,1997,2776,14
2020-11-29,ID,Idaho,99660.0,386407.0,471144.0,470.0,913.0,1160,1248,4
2020-11-30,ID,Idaho,100484.0,387606.0,473037.0,470.0,920.0,824,1199,7
